006,INFECCION POR AMEBA,,43
006.0,DISENTERIA POR AMEBA AGUDA SIN ABSCESO,,44
006.1,DISENTERIA POR AMEBA CRONICA SIN ABSCESO,,45
006.2,COLITIS POR AMEBA SIN DISENTERIA,,46
006.3,ABSCESO HIGADO POR AMEBA,,47
006.4,ABSCESO PULMON POR AMEBA,,48
006.5,ABSCESO CEREBRO POR AMEBA,,49
006.6,ULCERA PIEL POR AMEBA,,50
006.8,INFECCION POR AMEBA.OTRA,,51
006.9,INFECCION POR AMEBA.NEOM,,52
007,INFECCION POR PROTOZOO INTESTINO OTRA,,53
007.0,INFECCION POR BALANTIDIUM,,54
007.1,INFECCION POR GIARDIA,,55
007.2,INFECCION POR COCCIDIUM,,56
007.3,INFECCION POR TRICHOMONA INTESTINO,,57
007.4,CRYPTOSPORIDIOSIS,,58
007.5,CICLOSPORIASIS,,59
007.8,INFECCION POR PROTOZOO INTESTINO OTRA,,60
007.9,INFECCION POR PROTOZOO INTESTINO NEOM,,61
008,INFECCION POR ORGANISMO INTESTINO OTRO,,62
008.0,INFECCION POR ESCHERICHIA COLI INTESTINO (+),,63
008.00,INFECCION POR ESCHERICHIA COLI INTESTINO.NEOM,,64
008.01,INFECCION POR ESCHERICHIA COLI INTESTINO.ENTEROPATOGENICO,,65
008.02,INFECCION POR ESCHERICHIA COLI INTESTINO.ENTEROTOXIGENICO,,66
008.03,INFECCION POR ESCHERICHIA COLI INTESTINO.ENTEROINVASIVO,,67
008.04,INFECCION POR ESCHERICHIA COLI INTESTINO.ENTEROHEMORRAGICO,,68
008.09,INFECCION POR ESCHERICHIA COLI INTESTINO.OTRA,,69
008.1,INFECCION POR GRUPO ARIZONA PARACOLON INTESTINO,,70
008.2,INFECCION POR AEROBACTER AEROGENES INTESTINO,,71
008.3,INFECCION POR PROTEUS INTESTINO (MIRABILIS)(MORGANII),,72
008.4,INFECCION POR BACTERIA INTESTINO OTRA (+),,73
008.41,INFECCION POR ESTAFILOCOCO INTESTINO,,74
008.42,INFECCION POR PSEUDOMONAS INTESTINO,,75
008.43,INFECCION POR CAMPYLOBACTER INTESTINO,,76
008.44,INFECCION POR YERSINIA ENTEROCOLITICA INTESTINO,,77
008.45,INFECCION POR CLOSTRIDIUM DIFFICILE INTESTINO,,78
008.46,INFECCION POR ANAEROBIO INTESTINO OTRA,,79
008.47,INFECCION POR BACTERIA GRAMNEGATIVA INTESTINO OTRA,,80
008.49,INFECCION POR BACTERIA INTESTINO OTRA,,81
008.5,INFECCION POR BACTERIA INTESTINO NEOM,,82
008.6,INFECCION POR VIRUS INTESTINO (+),,83
008.61,INFECCION POR ROTAVIRUS INTESTINO,,84
008.62,INFECCION POR ADENOVIRUS INTESTINO,,85
008.63,INFECCION POR VIRUS DE NORWALK INTESTINO,,86
008.64,INFECCION POR VIRUS REDONDO PEQUEÑO [SRV] INTESTINO OTRA,,87
008.65,INFECCION POR CALCIVIRUS INTESTINO,,88
008.66,INFECCION POR ASTROVIRUS INTESTINO,,89
008.67,INFECCION POR ENTEROVIRUS NCOC INTESTINO,,90
008.69,INFECCION POR VIRUS INTESTINO.OTRA,,91
008.8,INFECCION POR ORGANISMO INTESTINO OTRO.OTRO,,92
009,INFECCION INTESTINO MAL DEFINIDA,,93
009.0,GASTRITIS,ENTERITIS Y COLITIS INFECCIOSA,,94
009.1,GASTRITIS,ENTERITIS Y COLITIS PRESUNTAMENTE INFECCIOSA,,95
009.2,DIARREA INFECCIOSA NEOM,,96
009.3,DIARREA PRESUNTAMENTE INFECCIOSA,,97
,TUBERCULOSIS (010-018),,98
010,TUBERCULOSIS INFECCION PRIMARIA,,99
010.0,TUBERCULOSIS COMPLEJO PRIMARIO (+),,100
010.00,TUBERCULOSIS COMPLEJO PRIMARIO.NEOM,,101
010.01,TUBERCULOSIS COMPLEJO PRIMARIO.EXAMEN SIN REALIZAR,,102
010.02,TUBERCULOSIS COMPLEJO PRIMARIO.RESULTADO DESCONOCIDO,,103
010.03,TUBERCULOSIS COMPLEJO PRIMARIO.BACILO EN ESPUTO,,104
010.04,TUBERCULOSIS COMPLEJO PRIMARIO.BACILO EN CULTIVO,,105
010.05,TUBERCULOSIS COMPLEJO PRIMARIO.DIAGNOSTICO HISTOLOGICO,,106
010.06,TUBERCULOSIS COMPLEJO PRIMARIO.OTRO METODO,,107
010.1,TUBERCULOSIS PRIMARIA.PLEURESIA (+),,108
010.10,TUBERCULOSIS PRIMARIA.PLEURESIA.NEOM,,109
010.11,TUBERCULOSIS PRIMARIA.PLEURESIA.EXAMEN SIN REALIZAR,,110
010.12,TUBERCULOSIS PRIMARIA.PLEURESIA.RESULTADO DESCONOCIDO,,111
010.13,TUBERCULOSIS PRIMARIA.PLEURESIA.BACILO EN ESPUTO,,112
010.14,TUBERCULOSIS PRIMARIA.PLEURESIA.BACILO EN CULTIVO,,113
010.15,TUBERCULOSIS PRIMARIA.PLEURESIA.DIAGNOSTICO HISTOLOGICO,,114
010.16,TUBERCULOSIS PRIMARIA.PLEURESIA.OTRO METODO,,115
010.8,TUBERCULOSIS PRIMARIA.OTRA (+),,116
010.80,TUBERCULOSIS PRIMARIA.OTRA.NEOM,,117
010.81,TUBERCULOSIS PRIMARIA.OTRA.EXAMEN SIN REALIZAR,,118
010.82,TUBERCULOSIS PRIMARIA.OTRA.RESULTADO DESCONOCIDO,,119
010.83,TUBERCULOSIS PRIMARIA.OTRA.BACILO EN ESPUTO,,120
010.84,TUBERCULOSIS PRIMARIA.OTRA.BACILO EN CULTIVO,,121
010.85,TUBERCULOSIS PRIMARIA.OTRA.DIAGNOSTICO HISTOLOGICO,,122
010.86,TUBERCULOSIS PRIMARIA.OTRA.OTRO METODO,,123
010.9,TUBERCULOSIS PRIMARIA.NEOM (+),,124
010.90,TUBERCULOSIS PRIMARIA.NEOM.NEOM,,125
010.91,TUBERCULOSIS PRIMARIA.NEOM.EXAMEN SIN REALIZAR,,126
010.92,TUBERCULOSIS PRIMARIA.NEOM.RESULTADO DESCONOCIDO,,127
010.93,TUBERCULOSIS PRIMARIA.NEOM.BACILO EN ESPUTO,,128
010.94,TUBERCULOSIS PRIMARIA.NEOM.BACILO EN CULTIVO,,129
010.95,TUBERCULOSIS PRIMARIA.NEOM.DIAGNOSTICO HISTOLOGICO,,130
010.96,TUBERCULOSIS PRIMARIA.NEOM.OTRO METODO,,131
011,TUBERCULOSIS PULMON,,132
011.0,TUBERCULOSIS PULMON.INFILTRATIVA (+),,133
011.00,TUBERCULOSIS PULMON.INFILTRATIVA.NEOM,,134
011.01,TUBERCULOSIS PULMON.INFILTRATIVA.EXAMEN SIN REALIZAR,,135
011.02,TUBERCULOSIS PULMON.INFILTRATIVA.RESULTADO DESCONOCIDO,,136
011.03,TUBERCULOSIS PULMON.INFILTRATIVA.BACILO EN ESPUTO,,137
011.04,TUBERCULOSIS PULMON.INFILTRATIVA.BACILO EN CULTIVO,,138
011.05,TUBERCULOSIS PULMON.INFILTRATIVA.DIAGNOSTICO HISTOLOGICO,,139
011.06,TUBERCULOSIS PULMON.INFILTRATIVA.OTRO METODO,,140
011.1,TUBERCULOSIS PULMON.NODULAR (+),,141
011.10,TUBERCULOSIS PULMON.NODULAR.NEOM,,142
011.11,TUBERCULOSIS PULMON.NODULAR.EXAMEN SIN REALIZAR,,143
011.12,TUBERCULOSIS PULMON.NODULAR.RESULTADO DESCONOCIDO,,144
011.13,TUBERCULOSIS PULMON.NODULAR.BACILO EN ESPUTO,,145
011.14,TUBERCULOSIS PULMON.NODULAR.BACILO EN CULTIVO,,146
011.15,TUBERCULOSIS PULMON.NODULAR.DIAGNOSTICO HISTOLOGICO,,147
011.16,TUBERCULOSIS PULMON.NODULAR.OTRO METODO,,148
011.2,TUBERCULOSIS PULMON.CON CAVITACION (+),,149
011.20,TUBERCULOSIS PULMON.CON CAVITACION.NEOM,,150
011.21,TUBERCULOSIS PULMON.CON CAVITACION.EXAMEN SIN REALIZAR,,151
011.22,TUBERCULOSIS PULMON.CON CAVITACION.RESULTADO DESCONOCIDO,,152
011.23,TUBERCULOSIS PULMON.CON CAVITACION.BACILO EN ESPUTO,,153
011.24,TUBERCULOSIS PULMON.CON CAVITACION.BACILO EN CULTIVO,,154
011.25,TUBERCULOSIS PULMON.CON CAVITACION.DIAGNOSTICO HISTOLOGICO,,155
011.26,TUBERCULOSIS PULMON.CON CAVITACION.OTRO METODO,,156
011.3,TUBERCULOSIS BRONQUIO (+),,157
011.30,TUBERCULOSIS BRONQUIO.NEOM,,158
011.31,TUBERCULOSIS BRONQUIO.EXAMEN SIN REALIZAR,,159
011.32,TUBERCULOSIS BRONQUIO.RESULTADO DESCONOCIDO,,160
011.33,TUBERCULOSIS BRONQUIO.BACILO EN ESPUTO,,161
011.34,TUBERCULOSIS BRONQUIO.BACILO EN CULTIVO,,162
011.35,TUBERCULOSIS BRONQUIO.DIAGNOSTICO HISTOLOGICO,,163
011.36,TUBERCULOSIS BRONQUIO.OTRO METODO,,164
011.4,TUBERCULOSIS PULMON.FIBROSIS (+),,165
011.40,TUBERCULOSIS PULMON.FIBROSIS.NEOM,,166
011.41,TUBERCULOSIS PULMON.FIBROSIS.EXAMEN SIN REALIZAR,,167
011.42,TUBERCULOSIS PULMON.FIBROSIS.RESULTADO DESCONOCIDO,,168
011.43,TUBERCULOSIS PULMON.FIBROSIS.BACILO EN ESPUTO,,169
011.44,TUBERCULOSIS PULMON.FIBROSIS.BACILO EN CULTIVO,,170
011.45,TUBERCULOSIS PULMON.FIBROSIS.DIAGNOSTICO HISTOLOGICO,,171
011.46,TUBERCULOSIS PULMON.FIBROSIS.OTRO METODO,,172
011.5,TUBERCULOSIS PULMON.BRONQUIECTASIA (+),,173
011.50,TUBERCULOSIS PULMON.BRONQUIECTASIA.NEOM,,174
011.51,TUBERCULOSIS PULMON.BRONQUIECTASIA.EXAMEN SIN REALIZAR,,175
011.52,TUBERCULOSIS PULMON.BRONQUIECTASIA.RESULTADO DESCONOCIDO,,176
011.53,TUBERCULOSIS PULMON.BRONQUIECTASIA.BACILO EN ESPUTO,,177
011.54,TUBERCULOSIS PULMON.BRONQUIECTASIA.BACILO EN CULTIVO,,178
011.55,TUBERCULOSIS PULMON.BRONQUIECTASIA.DIAGNOSTICO HISTOLOGICO,,179
011.56,TUBERCULOSIS PULMON.BRONQUIECTASIA.OTRO METODO,,180
011.6,TUBERCULOSIS PULMON.NEUMONIA (+),,181
011.60,TUBERCULOSIS PULMON.NEUMONIA.NEOM,,182
011.61,TUBERCULOSIS PULMON.NEUMONIA.EXAMEN SIN REALIZAR,,183
011.62,TUBERCULOSIS PULMON.NEUMONIA.RESULTADO DESCONOCIDO,,184
011.63,TUBERCULOSIS PULMON.NEUMONIA.BACILO EN ESPUTO,,185
011.64,TUBERCULOSIS PULMON.NEUMONIA.BACILO EN CULTIVO,,186
011.65,TUBERCULOSIS PULMON.NEUMONIA.DIAGNOSTICO HISTOLOGICO,,187
011.66,TUBERCULOSIS PULMON.NEUMONIA.OTRO METODO,,188
011.7,TUBERCULOSIS PULMON.NEUMOTORAX (+),,189
011.70,TUBERCULOSIS PULMON.NEUMOTORAX.NEOM,,190
011.71,TUBERCULOSIS PULMON.NEUMOTORAX.EXAMEN SIN REALIZAR,,191
011.72,TUBERCULOSIS PULMON.NEUMOTORAX.RESULTADO DESCONOCIDO,,192
011.73,TUBERCULOSIS PULMON.NEUMOTORAX.BACILO EN ESPUTO,,193
011.74,TUBERCULOSIS PULMON.NEUMOTORAX.BACILO EN CULTIVO,,194
011.75,TUBERCULOSIS PULMON.NEUMOTORAX.DIAGNOSTICO HISTOLOGICO,,195
011.76,TUBERCULOSIS PULMON.NEUMOTORAX.OTRO METODO,,196
011.8,TUBERCULOSIS PULMON.OTRA (+),,197
011.80,TUBERCULOSIS PULMON.OTRA.NEOM,,198
011.81,TUBERCULOSIS PULMON.OTRA.EXAMEN SIN REALIZAR,,199
011.82,TUBERCULOSIS PULMON.OTRA.RESULTADO DESCONOCIDO,,200
011.83,TUBERCULOSIS PULMON.OTRA.BACILO EN ESPUTO,,201
011.84,TUBERCULOSIS PULMON.OTRA.BACILO EN CULTIVO,,202
011.85,TUBERCULOSIS PULMON.OTRA.DIAGNOSTICO HISTOLOGICO,,203
011.86,TUBERCULOSIS PULMON.OTRA.OTRO METODO,,204
011.9,TUBERCULOSIS PULMON.NEOM (+),,205
011.90,TUBERCULOSIS PULMON.NEOM.NEOM,,206
011.91,TUBERCULOSIS PULMON.NEOM.EXAMEN SIN REALIZAR,,207
011.92,TUBERCULOSIS PULMON.NEOM.RESULTADO DESCONOCIDO,,208
011.93,TUBERCULOSIS PULMON.NEOM.BACILO EN ESPUTO,,209
011.94,TUBERCULOSIS PULMON.NEOM.BACILO EN CULTIVO,,210
011.95,TUBERCULOSIS PULMON.NEOM.DIAGNOSTICO HISTOLOGICO,,211
011.96,TUBERCULOSIS PULMON.NEOM.OTRO METODO,,212
012,TUBERCULOSIS RESPIRATORIA OTRA,,213
012.0,TUBERCULOSIS RESPIRATORIA.PLEURESIA (+),,214
012.00,TUBERCULOSIS RESPIRATORIA.PLEURESIA.NEOM,,215
012.01,TUBERCULOSIS RESPIRATORIA.PLEURESIA.EXAMEN SIN REALIZAR,,216
012.02,TUBERCULOSIS RESPIRATORIA.PLEURESIA.RESULTADO DESCONOCIDO,,217
012.03,TUBERCULOSIS RESPIRATORIA.PLEURESIA.BACILO EN ESPUTO,,218
012.04,TUBERCULOSIS RESPIRATORIA.PLEURESIA.BACILO EN CULTIVO,,219
012.05,TUBERCULOSIS RESPIRATORIA.PLEURESIA.DIAGNOSTICO HISTOLOGICO,,220
012.06,TUBERCULOSIS RESPIRATORIA.PLEURESIA.OTRO METODO,,221
012.1,TUBERCULOSIS LINFATICO INTRATORACICO (+),,222
012.10,TUBERCULOSIS LINFATICO INTRATORACICO.NEOM,,223
012.11,TUBERCULOSIS LINFATICO INTRATORACICO.EXAMEN SIN REALIZAR,,224
012.12,TUBERCULOSIS LINFATICO INTRATORACICO.RESULTADO DESCONOCIDO,,225
012.13,TUBERCULOSIS LINFATICO INTRATORACICO.BACILO EN ESPUTO,,226
012.14,TUBERCULOSIS LINFATICO INTRATORACICO.BACILO EN CULTIVO,,227
012.15,TUBERCULOSIS LINFATICO INTRATORACICO.DIAG HISTOLOGICO,,228
012.16,TUBERCULOSIS LINFATICO INTRATORACICO.OTRO METODO,,229
012.2,TUBERCULOSIS TRAQUEA Y BRONQUIO AISLADA (+),,230
012.20,TUBERCULOSIS TRAQUEA Y BRONQUIO.NEOM,,231
012.21,TUBERCULOSIS TRAQUEA Y BRONQUIO.EXAMEN SIN REALIZAR,,232
012.22,TUBERCULOSIS TRAQUEA Y BRONQUIO.RESULTADO DESCONOCIDO,,233
012.23,TUBERCULOSIS TRAQUEA Y BRONQUIO.BACILO EN ESPUTO,,234
012.24,TUBERCULOSIS TRAQUEA Y BRONQUIO.BACILO EN CULTIVO,,235
012.25,TUBERCULOSIS TRAQUEA Y BRONQUIO.DIAGNOSTICO HISTOLOGICO,,236
012.26,TUBERCULOSIS TRAQUEA Y BRONQUIO.OTRO METODO,,237
012.3,TUBERCULOSIS RESPIRATORIA.LARINGITIS (+),,238
012.30,TUBERCULOSIS RESPIRATORIA.LARINGITIS.NEOM,,239
012.31,TUBERCULOSIS RESPIRATORIA.LARINGITIS.EXAMEN SIN REALIZAR,,240
012.32,TUBERCULOSIS RESPIRATORIA.LARINGITIS.RESULTADO DESCONOCIDO,,241
012.33,TUBERCULOSIS RESPIRATORIA.LARINGITIS.BACILO EN ESPUTO,,242
012.34,TUBERCULOSIS RESPIRATORIA.LARINGITIS.BACILO EN CULTIVO,,243
012.35,TUBERCULOSIS RESPIRATORIA.LARINGITIS.DIAGNOSTICO HISTOLOGICO,,244
012.36,TUBERCULOSIS RESPIRATORIA.LARINGITIS.OTRO METODO,,245
012.8,TUBERCULOSIS RESPIRATORIA.OTRA (+),,246
012.80,TUBERCULOSIS RESPIRATORIA.OTRA.NEOM,,247
012.81,TUBERCULOSIS RESPIRATORIA.OTRA.EXAMEN SIN REALIZAR,,248
012.82,TUBERCULOSIS RESPIRATORIA.OTRA.RESULTADO DESCONOCIDO,,249
012.83,TUBERCULOSIS RESPIRATORIA.OTRA.BACILO EN ESPUTO,,250
012.84,TUBERCULOSIS RESPIRATORIA.OTRA.BACILO EN CULTIVO,,251
012.85,TUBERCULOSIS RESPIRATORIA.OTRA.DIAGNOSTICO HISTOLOGICO,,252
012.86,TUBERCULOSIS RESPIRATORIA.OTRA.OTRO METODO,,253
013,TUBERCULOSIS MENINGE Y SISTEMA NERVIOSO CENTRAL,,254
013.0,MENINGITIS TUBERCULOSA (+),,255
013.00,MENINGITIS TUBERCULOSA.NEOM,,256
013.01,MENINGITIS TUBERCULOSA.EXAMEN SIN REALIZAR,,257
013.02,MENINGITIS TUBERCULOSA.RESULTADO DESCONOCIDO,,258
013.03,MENINGITIS TUBERCULOSA.BACILO EN ESPUTO,,259
013.04,MENINGITIS TUBERCULOSA.BACILO EN CULTIVO,,260
013.05,MENINGITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO,,261
013.06,MENINGITIS TUBERCULOSA.OTRO METODO,,262
013.1,TUBERCULOMA MENINGE (+),,263
013.10,TUBERCULOMA MENINGE.NEOM,,264
013.11,TUBERCULOMA MENINGE.SIN EXAMEN,,265
013.12,TUBERCULOMA MENINGE.RESULTADO DESCONOCIDO,,266
013.13,TUBERCULOMA MENINGE.BACILO EN ESPUTO,,267
013.14,TUBERCULOMA MENINGE.BACILO EN CULTIVO,,268
013.15,TUBERCULOMA MENINGE.DIAGNOSTICO HISTOLOGICO,,269
013.16,TUBERCULOMA MENINGE.OTRO METODO,,270
013.2,TUBERCULOMA CEREBRO (+),,271
013.20,TUBERCULOMA CEREBRO.NEOM,,272
013.21,TUBERCULOMA CEREBRO.SIN EXAMEN,,273
013.22,TUBERCULOMA CEREBRO.RESULTADO DESCONOCIDO,,274
013.23,TUBERCULOMA CEREBRO.BACILO EN ESPUTO,,275
013.24,TUBERCULOMA CEREBRO.BACILO EN CULTIVO,,276
013.25,TUBERCULOMA CEREBRO.DIAGNOSTICO HISTOLOGICO,,277
013.26,TUBERCULOMA CEREBRO.OTRO METODO,,278
013.3,ABSCESO TUBERCULOSO CEREBRO (+),,279
013.30,ABSCESO TUBERCULOSO CEREBRO.NEOM,,280
013.31,ABSCESO TUBERCULOSO CEREBRO.SIN EXAMEN,,281
013.32,ABSCESO TUBERCULOSO CEREBRO.RESULTADO DESCONOCIDO,,282
013.33,ABSCESO TUBERCULOSO CEREBRO.BACILO EN ESPUTO,,283
013.34,ABSCESO TUBERCULOSO CEREBRO.BACILO EN CULTIVO,,284
013.35,ABSCESO TUBERCULOSO CEREBRO.DIAGNOSTICO HISTOLOGICO,,285
013.36,ABSCESO TUBERCULOSO CEREBRO.OTRO METODO,,286
013.4,TUBERCULOMA MEDULA ESPINAL (+),,287
013.40,TUBERCULOMA MEDULA ESPINAL.NEOM,,288
013.41,TUBERCULOMA MEDULA ESPINAL.SIN EXAMEN,,289
013.42,TUBERCULOMA MEDULA ESPINAL.RESULTADO DESCONOCIDO,,290
013.43,TUBERCULOMA MEDULA ESPINAL.BACILO EN ESPUTO,,291
013.44,TUBERCULOMA MEDULA ESPINAL.BACILO EN CULTIVO,,292
013.45,TUBERCULOMA MEDULA ESPINAL.DIAGNOSTICO HISTOLOGICO,,293
013.46,TUBERCULOMA MEDULA ESPINAL.OTRO METODO,,294
013.5,ABSCESO TUBERCULOSO MEDULA ESPINAL (+),,295
013.50,ABSCESO TUBERCULOSO MEDULA ESPINAL.NEOM,,296
013.51,ABSCESO TUBERCULOSO MEDULA ESPINAL.SIN EXAMEN,,297
013.52,ABSCESO TUBERCULOSO MEDULA ESPINAL.RESULTADO DESCONOCIDO,,298
013.53,ABSCESO TUBERCULOSO MEDULA ESPINAL.BACILO EN ESPUTO,,299
013.54,ABSCESO TUBERCULOSO MEDULA ESPINAL.BACILO EN CULTIVO,,300
013.55,ABSCESO TUBERCULOSO MEDULA ESPINAL.DIAGNOSTICO HISTOLOGICO,,301
013.56,ABSCESO TUBERCULOSO MEDULA ESPINAL.OTRO METODO,,302
013.6,ENCEFALITIS O MIELITIS TUBERCULOSA (+),,303
013.60,ENCEFALITIS O MIELITIS TUBERCULOSA.NEOM,,304
013.61,ENCEFALITIS O MIELITIS TUBERCULOSA.SIN EXAMEN,,305
013.62,ENCEFALITIS O MIELITIS TUBERCULOSA.RESULTADO DESCONOCIDO,,306
013.63,ENCEFALITIS O MIELITIS TUBERCULOSA.BACILO EN ESPUTO,,307
013.64,ENCEFALITIS O MIELITIS TUBERCULOSA.BACILO EN CULTIVO,,308
013.65,ENCEFALITIS O MIELITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO,,309
013.66,ENCEFALITIS O MIELITIS TUBERCULOSA.OTRO METODO,,310
013.8,TUBERCULOSIS SISTEMA NERVIOSO CENTRAL.OTRA (+),,311
013.80,TUBERCULOSIS SNC.OTRA.NEOM,,312
013.81,TUBERCULOSIS SNC.OTRA.SIN EXAMEN,,313
013.82,TUBERCULOSIS SNC.OTRA.RESULTADO DESCONOCIDO,,314
013.83,TUBERCULOSIS SNC.OTRA.BACILO EN ESPUTO,,315
013.84,TUBERCULOSIS SNC.OTRA.BACILO EN CULTIVO,,316
013.85,TUBERCULOSIS SNC.OTRA.DIAGNOSTICO HISTOLOGICO,,317
013.86,TUBERCULOSIS SNC.OTRA.OTRO METODO,,318
013.9,TUBERCULOSIS SNC.NEOM (+),,319
013.90,TUBERCULOSIS SNC.NEOM.NEOM,,320
013.91,TUBERCULOSIS SNC.NEOM.SIN EXAMEN,,321
013.92,TUBERCULOSIS SNC.NEOM.RESULTADO DESCONOCIDO,,322
013.93,TUBERCULOSIS SNC.NEOM.BACILO EN ESPUTO,,323
013.94,TUBERCULOSIS SNC.NEOM.BACILO EN CULTIVO,,324
013.95,TUBERCULOSIS SNC.NEOM.DIAGNOSTICO HISTOLOGICO,,325
013.96,TUBERCULOSIS SNC.NEOM.OTRO METODO,,326
014,TUBERCULOSIS INTESTINO,,327
014.0,PERITONITIS TUBERCULOSA (+),,328
014.00,PERITONITIS TUBERCULOSA.NEOM,,329
014.01,PERITONITIS TUBERCULOSA.SIN EXAMEN,,330
014.02,PERITONITIS TUBERCULOSA.RESULTADO DESCONOCIDO,,331
014.03,PERITONITIS TUBERCULOSA.BACILO EN ESPUTO,,332
014.04,PERITONITIS TUBERCULOSA.BACILO EN CULTIVO,,333
014.05,PERITONITIS TUBERCULOSA.DIAGNOSTICO HISTOLOGICO,,334
014.06,PERITONITIS TUBERCULOSA.OTRO METODO,,335
014.8,TUBERCULOSIS INTESTINO.OTRA (+),,336
014.80,TUBERCULOSIS INTESTINO.OTRA.NEOM,,337
014.81,TUBERCULOSIS INTESTINO.OTRA.SIN EXAMEN,,338
014.82,TUBERCULOSIS INTESTINO.OTRA.RESULTADO DESCONOCIDO,,339
014.83,TUBERCULOSIS INTESTINO.OTRA.BACILO EN ESPUTO,,340
014.84,TUBERCULOSIS INTESTINO.OTRA.BACILO EN CULTIVO,,341
014.85,TUBERCULOSIS INTESTINO.OTRA.DIAGNOSTICO HISTOLOGICO,,342
014.86,TUBERCULOSIS INTESTINO.OTRA.OTRO METODO,,343
015,TUBERCULOSIS HUESO Y ARTICULACION,,344
015.0,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL (+),,345
015.00,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.NEOM,,346
015.01,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.SIN EXAMEN,,347
015.02,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.RESULTADO DESCONOCIDO,,348
015.03,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.BACILO EN ESPUTO,,349
015.04,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.BACILO EN CULTIVO,,350
015.05,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.DIAGNOSTICO HISTOLOGICO,,351
015.06,TUBERCULOSIS HUESO.COLUMNA VERTEBRAL.OTRO METODO,,352
015.1,TUBERCULOSIS HUESO.CADERA (+),,353
015.10,TUBERCULOSIS HUESO.CADERA.NEOM,,354
015.11,TUBERCULOSIS HUESO.CADERA.SIN EXAMEN,,355
015.12,TUBERCULOSIS HUESO.CADERA.RESULTADO DESCONOCIDO,,356
015.13,TUBERCULOSIS HUESO.CADERA.BACILO EN ESPUTO,,357
015.14,TUBERCULOSIS HUESO.CADERA.BACILO EN CULTIVO,,358
015.15,TUBERCULOSIS HUESO.CADERA.DIAGNOSTICO HISTOLOGICO,,359
015.16,TUBERCULOSIS HUESO.CADERA.OTRO METODO,,360
015.2,TUBERCULOSIS HUESO.RODILLA (+),,361
015.20,TUBERCULOSIS HUESO.RODILLA.NEOM,,362
015.21,TUBERCULOSIS HUESO.RODILLA.SIN EXAMEN,,363
015.22,TUBERCULOSIS HUESO.RODILLA.RESULTADO DESCONOCIDO,,364
015.23,TUBERCULOSIS HUESO.RODILLA.BACILO EN ESPUTO,,365
015.24,TUBERCULOSIS HUESO.RODILLA.BACILO EN CULTIVO,,366
